,customer_lifetime_value,effective_to_date,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
1092,10477.676309999999,2011-02-09,45259,138,1,27,0,4,272.217171
1093,3436.134281,2011-02-18,30817,88,25,43,0,1,91.83466800000001
1094,2596.1852,2011-02-09,0,72,3,65,0,1,345.6
1095,12731.95161,2011-01-14,40870,105,3,56,0,2,504.0
1096,3494.147878,2011-02-17,35001,96,18,87,3,1,460.8
1097,7597.910661,2011-02-04,49937,64,1,45,0,2,302.586407
1098,4015.2144759999996,2011-01-02,0,109,35,75,0,1,523.2
1099,20477.10841,2011-01-01,58317,73,0,56,0,2,350.4
1100,8160.6897819999995,2011-01-21,0,109,15,61,0,7,523.2
1101,12298.6863,2011-02-20,17101,113,1,88,0,2,542.4
1102,8714.922134999999,2011-02-21,0,118,14,64,0,4,566.4
1103,4853.534204,2011-01-20,0,65,24,53,0,3,468.0
1104,4880.94644,2011-01-24,24398,63,14,79,1,3,302.4
1105,2311.382109,2011-01-28,24641,61,16,57,0,1,294.92773
1106,4327.098922,2011-02-06,69040,108,4,88,0,1,518.4
1107,12298.6863,2011-02-20,17101,113,1,88,0,2,542.4
1108,8323.533338,2011-02-02,59886,104,30,1,0,4,71.729298
1109,10179.717040000001,2011-01-05,14290,271,20,40,0,1,1300.8
1110,7761.267839,2011-02-24,43137,96,8,41,0,8,460.8
1111,5239.890913,2011-01-09,27978,69,3,21,1,7,447.911255
1112,4517.908834000001,2011-02-09,25261,118,31,9,0,1,566.4
1113,2389.774148,2011-01-11,58652,64,14,75,5,1,307.2
1114,4130.628776,2011-02-06,28321,111,34,32,0,1,537.391704
1115,21404.35885,2011-02-28,0,69,35,79,0,2,496.8
1116,5227.766419,2011-01-22,0,72,20,12,0,6,518.4
1117,6187.345744,2011-02-05,0,88,17,25,0,6,633.6
1118,5113.874718,2011-01-23,94415,127,6,53,1,1,492.770321
1119,11039.31617,2011-01-03,0,103,4,67,0,2,1149.203884
1120,32227.083889999998,2011-02-15,45331,100,0,8,0,2,572.635987
1121,2611.965869,2011-02-28,53904,67,1,17,2,1,321.6
1122,13372.327720000001,2011-02-06,0,74,18,58,0,2,811.086484
1123,4838.981869,2011-01-17,0,70,11,36,2,7,336.0
1124,4721.659016,2011-02-28,0,67,20,38,0,8,482.4
1125,3873.647046,2011-01-20,28142,105,18,50,0,1,701.7082389999999
1126,6770.306834,2011-02-22,74422,85,4,3,1,3,95.338505
1127,16979.79757,2011-01-17,35095,73,25,56,0,2,525.6
1128,13681.711780000001,2011-02-18,55588,114,15,40,0,2,547.2
1129,5717.221919,2011-02-25,52391,71,9,32,0,3,409.763267
1130,9486.596417,2011-01-20,42240,79,25,10,0,2,46.386546
1131,3839.143697,2011-02-07,70146,96,28,65,0,1,157.440069
1132,11211.59027,2011-01-27,41121,94,20,56,0,2,451.2
1133,25807.063,2011-02-13,71210,214,8,89,1,2,1027.2
1134,3798.32165,2011-02-04,0,107,34,70,1,1,1261.943541
1135,2816.567395,2011-02-16,41228,71,19,13,0,1,340.8
1136,6948.325858,2011-02-06,40598,91,35,98,0,5,302.791402
1137,3444.9675030000003,2011-02-28,0,91,28,59,0,1,596.050118
1138,2859.40857,2011-01-14,51790,71,12,43,0,1,340.8
1139,2692.057629,2011-01-08,92593,68,4,53,0,1,8.44322
1140,11431.73089,2011-01-26,28657,100,4,55,0,2,588.742251
1141,7635.883323999999,2011-01-07,30262,98,0,96,1,9,499.22560999999996
1142,9805.829614,2011-02-01,47197,81,19,91,0,2,76.11261800000001
1143,6803.615629000001,2011-02-26,0,94,25,20,0,6,451.2
1144,7107.6553969999995,2011-02-24,0,61,2,15,0,2,541.561209
1145,4735.184474000001,2011-01-25,0,134,22,68,0,1,964.8
1146,6874.326693000001,2011-01-04,22093,87,15,8,0,9,616.749885
1147,2411.256575,2011-02-23,54483,61,6,57,0,1,292.8
1148,2416.542359,2011-02-06,18944,63,20,64,0,1,125.274351
1149,23981.54344,2011-01-05,84365,66,14,42,0,2,316.8
1150,4692.165155,2011-02-13,0,64,20,13,0,4,137.169296
1151,3600.9343259999996,2011-02-25,25147,101,7,54,0,1,694.598288
1152,2665.222511,2011-01-09,14315,71,33,16,0,1,511.2
1153,7666.520438,2011-01-12,87864,94,19,42,0,8,421.456547
1154,16675.89616,2011-01-27,57844,85,16,31,1,2,408.0
1155,4550.856045,2011-02-08,17913,116,0,39,0,1,556.8
1156,11763.93565,2011-02-03,28806,99,35,75,0,2,475.2
1157,13742.537240000001,2011-01-03,90343,175,11,68,0,3,833.072722
1158,16138.416280000001,2011-02-05,79041,199,14,48,0,3,419.26062
1159,8819.018934,2011-01-10,99845,110,23,25,1,8,528.0
1160,6673.737677,2011-01-15,85019,167,26,92,0,1,801.6
1161,7782.126848000001,2011-02-14,70059,194,1,97,0,1,253.740993
1162,19393.21145,2011-01-28,70503,164,11,11,1,2,41.05291
1163,3974.13815,2011-01-10,0,117,9,78,0,1,561.6
1164,4105.580991,2011-02-26,39492,105,20,81,0,1,756.0
1165,2308.472055,2011-02-23,0,68,9,34,0,1,489.6
1166,5372.914477,2011-02-22,50405,70,6,21,1,9,7.069583000000001
1167,5508.315536,2011-02-04,96021,68,5,30,0,5,315.004602
1168,2398.333185,2011-02-24,0,65,26,97,0,1,422.947888
1169,3728.83013,2011-02-20,0,105,13,22,0,1,756.0
1170,2758.498582,2011-02-27,65794,69,10,14,1,1,277.27294
1171,3703.930261,2011-02-05,21975,95,28,63,0,1,456.0
1172,9372.843639,2011-02-22,0,126,19,17,0,4,604.8
1173,4991.584471,2011-02-10,56649,125,12,8,0,1,780.090361
1174,39400.1854,2011-01-20,0,181,22,96,0,2,868.8
1175,2759.978287,2011-01-03,92296,69,4,65,0,1,331.2
1176,7993.003997,2011-01-03,39448,103,10,14,3,5,66.020788
1177,5235.573528,2011-02-21,71794,131,19,48,0,1,457.471225
1178,2633.011837,2011-01-01,21861,69,3,11,0,1,348.278032
1179,2764.802284,2011-02-19,31591,72,17,65,4,1,240.24149900000003
1180,8084.846371,2011-01-25,60662,68,10,38,0,2,326.4
1181,2685.1776579999996,2011-01-29,20608,73,10,24,0,1,350.4
1182,12208.12004,2011-02-27,21331,103,18,84,0,2,419.062661
1183,20090.43865,2011-01-11,0,66,16,19,1,2,252.149798
1184,32864.4046,2011-02-10,90783,104,0,38,2,2,285.745227
1185,2491.317024,2011-01-29,36631,62,30,77,0,1,67.530904
1186,6314.596813,2011-01-02,0,87,15,46,0,6,417.6
1187,16229.64891,2011-02-12,26030,139,25,29,1,2,667.2
1188,5161.789881000001,2011-02-10,0,70,6,24,0,6,469.491537
1189,3982.2660869999995,2011-01-05,0,113,14,77,0,1,542.4
1190,13473.185669999999,2011-02-16,25302,70,13,16,1,2,336.0
1191,6921.9739930000005,2011-02-04,16483,90,14,68,0,9,320.519977
1192,8276.44416,2011-02-18,0,82,29,92,0,2,590.4
1193,14349.85991,2011-02-05,73222,180,24,43,0,3,821.5167299999999
1194,5878.199296,2011-01-15,22061,74,25,25,0,8,355.2
1195,2666.0545399999996,2011-01-21,86321,66,7,25,0,1,316.8
1196,5345.680998,2011-02-16,54668,68,3,41,1,6,326.4
1197,4777.121596,2011-01-21,0,62,15,80,0,3,297.6
1198,16973.74021,2011-02-07,69497,142,30,31,0,2,92.286763
1199,2518.112127,2011-01-08,86617,63,9,10,0,1,188.325603
1200,19160.98994,2011-02-20,22705,239,19,59,0,7,1294.700423
1201,6273.173441,2011-01-05,20836,79,25,2,0,9,193.57032
1202,3964.81296,2011-01-30,88410,99,30,31,0,1,475.2
1203,4911.773088,2011-01-09,0,69,26,33,0,9,496.8
1204,7805.312870000001,2011-01-27,21073,106,25,54,1,3,508.8
1205,7200.664876999999,2011-01-26,0,66,16,77,0,2,316.8
1206,5389.499465,2011-01-07,66429,136,35,93,0,1,57.712984999999996
1207,3241.3141760000003,2011-01-20,66889,80,6,16,0,1,294.31942799999996
1208,5528.212807,2011-01-19,36088,72,16,31,0,9,345.6
1209,7173.909404000001,2011-02-15,75217,61,12,47,1,2,147.08030300000001
1210,7076.653181000001,2011-02-20,0,68,8,9,0,2,489.6
1211,3700.3850030000003,2011-02-17,17557,96,6,5,0,1,666.724937
1212,5328.835851,2011-01-30,81064,70,20,4,4,3,42.238585
1213,4838.877084000001,2011-02-12,0,66,2,45,0,5,700.331425
1214,10700.4952,2011-02-24,75313,89,16,64,1,2,527.139074
1215,7879.928951999999,2011-01-10,45703,98,17,36,0,9,470.4
1216,7869.432384000001,2011-02-17,40036,65,2,85,0,2,48.828732
1217,2586.807171,2011-02-25,0,71,23,84,0,1,191.640085
1218,7286.789075,2011-02-13,65870,61,21,40,1,2,202.847644
1219,11797.99211,2011-02-21,91469,100,11,89,2,2,418.864555
1220,9386.753031,2011-02-11,42090,119,0,61,0,3,203.352239
1221,6308.922374,2011-02-05,21368,79,7,2,0,6,4.61262
1222,17484.53438,2011-01-16,78362,73,16,66,0,2,525.6
1223,15428.01044,2011-02-09,33879,98,16,82,0,2,470.4
1224,5630.793000000001,2011-01-24,72874,70,26,31,0,6,336.0
1225,18131.18874,2011-01-28,0,82,29,23,1,2,393.6
1226,8087.219475,2011-02-06,0,110,9,23,0,6,550.825934
1227,18453.57629,2011-01-13,72215,66,22,23,0,2,247.91187200000002
1228,5217.513287,2011-02-17,39854,66,6,4,0,7,261.930545
1229,4835.783179,2011-01-29,36655,61,15,81,0,9,295.223164
1230,5597.12496,2011-01-27,37995,139,16,50,0,1,667.2
1231,8920.463999,2011-01-21,40867,112,21,98,0,7,537.6
1232,5995.411008,2011-01-23,28804,78,6,84,0,3,76.025368
1233,38496.94701,2011-02-02,48409,124,13,60,0,2,345.211703
1234,8382.630118000001,2011-02-04,19683,117,17,41,1,9,561.6
1235,13372.02426,2011-02-25,88706,110,14,72,1,2,528.0
1236,8972.140307,2011-01-27,89689,74,14,4,0,2,136.82953700000002
1237,5405.518391,2011-02-24,67241,68,22,6,1,9,5.674809
1238,9352.478998,2011-01-10,75436,78,10,20,0,2,9.747442999999999
1239,4339.871053,2011-01-02,91761,109,33,20,2,1,779.052276
1240,17723.76398,2011-02-18,25771,222,21,58,0,4,1253.984948
1241,7507.455371999999,2011-02-06,60920,64,10,61,0,2,231.20188599999997
1242,8029.393076,2011-01-16,96869,101,25,97,0,3,628.498605
1243,2831.587689,2011-02-13,17752,77,26,87,0,1,369.6
1244,10080.37031,2011-02-12,60944,130,10,38,2,4,623.505066
1245,6503.397049,2011-02-19,22081,84,1,9,0,6,451.670309
1246,3331.445625,2011-02-20,73695,84,28,84,0,1,403.2
1247,4620.390087,2011-02-26,0,130,11,0,0,1,936.0
1248,2471.5284309999997,2011-01-15,95697,61,16,55,0,1,114.273025
1249,6494.243995000001,2011-01-26,15300,85,17,16,0,9,408.0
1250,9657.579498000001,2011-01-31,0,131,34,61,0,9,628.8
1251,4904.894731,2011-02-14,12902,139,3,51,0,1,667.2
1252,4802.477033,2011-01-06,29809,61,13,17,0,9,365.312072
1253,7955.774758,2011-01-27,0,74,17,27,0,2,355.2
1254,6941.900812000001,2011-01-08,0,96,21,18,0,3,460.8
1255,8382.478392,2011-01-27,25998,71,16,38,0,2,791.8780419999999
1256,3536.431774,2011-02-27,28248,90,25,89,0,1,634.385937
1257,3244.8165670000003,2011-01-27,68103,82,28,91,0,1,277.79598799999997
1258,7611.212764,2011-01-13,0,103,33,54,0,3,741.6
1259,4505.3982670000005,2011-02-23,81079,111,11,5,0,1,134.222332
1260,2445.8448329999997,2011-01-14,22732,62,31,35,0,1,15.616535
1261,16477.76843,2011-02-26,49825,70,14,27,3,2,336.0
1262,3546.4002119999996,2011-01-09,0,103,11,92,0,1,621.9593570000001
1263,4277.27009,2011-02-09,77265,107,23,9,0,1,513.6
1264,4784.773547,2011-02-23,0,72,20,41,0,7,779.629297
1265,7572.237727,2011-02-02,12876,107,8,90,2,3,425.964628
1266,11760.87637,2011-02-21,36431,99,27,59,0,2,513.252488
1267,3933.8139929999998,2011-01-23,25927,103,6,20,0,1,674.973614
1268,5700.761833,2011-02-19,26811,72,22,82,0,3,465.763576
1269,3498.6347840000003,2011-01-02,41711,90,3,89,0,1,351.286604
1270,5768.091295,2011-01-01,35091,74,27,19,0,9,418.927204
1271,6361.954003,2011-01-12,0,87,17,33,0,3,417.6
1272,6503.397049,2011-02-19,22081,84,1,9,0,6,451.670309
1273,6832.111972,2011-01-26,0,93,7,90,1,5,446.4
1274,5785.2234770000005,2011-01-24,31320,72,30,95,0,5,293.86579
1275,5619.689084000001,2011-01-26,0,153,25,5,0,1,1027.0000289999998
1276,2599.2896,2011-02-01,33947,66,10,48,1,1,192.213037
1277,6732.970948,2011-01-28,0,62,10,31,0,2,446.4
1278,18321.866469999997,2011-01-03,21189,66,4,2,0,2,316.8
1279,9102.902306999998,2011-02-22,73759,114,2,25,3,6,547.2
1280,4002.8575939999996,2011-01-31,0,114,3,93,0,1,820.8
1281,8620.997439,2011-02-24,44988,108,30,57,0,3,518.4
1282,10388.985999999999,2011-01-10,33432,90,28,43,0,2,161.423101
1283,8427.172486,2011-02-10,46503,215,4,21,1,1,1032.0
1284,7007.274228,2011-02-07,0,101,12,12,0,6,973.7871759999999
1285,5176.579135,2011-02-04,23636,65,19,10,0,3,81.452537
1286,5389.499465,2011-01-07,66429,136,35,93,0,1,57.712984999999996
1287,4067.0047369999997,2011-01-09,28466,102,33,91,0,1,371.80262799999997
1288,4434.941371,2011-02-20,58082,112,31,66,1,1,103.022126
1289,14010.527419999999,2011-01-28,36523,71,28,67,0,2,101.353875
1290,12350.05824,2011-01-09,54710,103,13,46,0,2,294.058449
1291,8161.576876,2011-02-07,73466,102,2,71,1,6,204.74051
1292,11009.130490000001,2011-01-24,51643,283,16,43,0,1,1358.4
1293,8717.049833,2011-02-14,83846,74,22,94,3,2,355.2
1294,5917.466603,2011-02-13,0,169,31,77,0,1,1207.084251
1295,2503.660407,2011-01-11,53338,63,24,35,1,1,35.45384
1296,12682.25069,2011-01-20,75203,80,0,13,1,2,384.0
1297,4330.38602,2011-02-16,60475,107,9,18,0,1,513.6
1298,10487.74332,2011-02-24,30658,89,6,67,0,2,441.75758499999995
1299,3567.5037549999997,2011-01-07,0,102,28,11,0,1,660.4304559999999
1300,19896.42226,2011-01-15,60420,248,8,74,0,8,632.9443660000001
1301,21423.63723,2011-01-03,0,65,9,31,0,2,312.0
1302,5581.761297999999,2011-02-28,62739,70,29,80,0,3,239.32857099999998
1303,3515.831889,2011-01-31,15144,90,2,71,0,1,372.652536
1304,12036.620509999999,2011-02-10,44428,104,17,61,0,2,499.2
1305,3609.798318,2011-02-16,58297,97,19,94,5,1,647.039443
1306,17732.46488,2011-02-14,42191,74,2,43,1,2,68.647736
1307,8509.850887,2011-01-31,26057,74,3,63,0,2,523.8888450000001
1308,5866.424273,2011-01-15,26608,73,12,14,0,6,234.234301
1309,4825.5008689999995,2011-02-15,0,63,8,27,0,9,272.843439
1310,5389.499465,2011-01-07,66429,136,35,93,0,1,57.712984999999996
1311,7778.005623,2011-01-19,25970,72,18,30,3,2,430.818992
1312,26346.08582,2011-01-20,48268,223,28,26,0,2,1605.6
1313,14866.451159999999,2011-02-09,24279,126,16,97,0,2,604.8
1314,8324.23271,2011-01-01,0,121,11,92,0,5,871.2
1315,9238.305998,2011-01-05,0,128,30,26,0,5,921.6
1316,22693.29076,2011-02-28,71879,64,1,64,0,2,9.163065
1317,6236.0185950000005,2011-01-09,57760,78,9,67,0,3,223.95008900000002
1318,5012.184756000001,2011-01-24,20976,129,20,86,1,1,735.6837690000001
1319,8176.576795999999,2011-02-28,67137,111,0,49,5,6,314.88032599999997
1320,2582.862313,2011-02-22,50148,65,0,45,0,1,323.48523900000004
1321,3118.981095,2011-01-10,23008,79,29,49,1,1,80.663097
1322,2938.07856,2011-02-24,0,82,12,67,0,1,590.4
1323,6883.686618000001,2011-02-26,84869,85,5,65,0,4,408.0
1324,2215.912948,2011-01-06,0,66,21,67,0,1,316.8
1325,4297.018104,2011-02-10,86860,107,13,29,0,1,513.6
1326,21522.947490000002,2011-02-14,44695,79,14,51,2,2,81.16632299999999
1327,2761.6916929999998,2011-02-26,0,77,35,38,0,1,554.4
1328,22563.61838,2011-01-17,23046,65,18,7,3,2,1.687291
1329,5285.918307,2011-02-15,0,73,1,44,0,4,392.951076
1330,35062.64795,2011-02-04,84811,111,27,38,0,2,278.284943
1331,5913.1990240000005,2011-02-28,0,91,13,89,0,4,436.8
1332,2593.398672,2011-02-01,0,69,29,35,0,1,331.2
1333,12692.67092,2011-01-25,40117,108,6,55,0,2,750.082794
1334,3309.11965,2011-02-22,72140,87,22,66,2,1,417.6
1335,4754.4496469999995,2011-01-04,0,136,5,46,0,1,652.8
1336,2413.93064,2011-01-20,12495,65,32,62,0,1,312.0
1337,2161.685527,2011-02-21,0,67,33,75,2,1,482.4
1338,5527.988928,2011-02-25,0,72,4,72,0,7,345.6
1339,10629.21789,2011-01-29,36495,133,14,97,1,3,229.930796
1340,11820.1098,2011-02-22,86801,98,5,20,0,2,371.108203
1341,4964.63152,2011-01-29,52679,62,21,3,0,4,117.998498
1342,9122.92563,2011-02-15,90804,113,29,67,0,5,434.09775999999994
1343,5309.435869,2011-02-05,22404,70,0,62,1,4,211.136067
1344,3460.66504,2011-01-16,14262,90,27,9,0,1,290.432527
1345,2872.980808,2011-01-22,36844,73,10,11,0,1,283.966321
1346,9927.877698999999,2011-01-12,58703,127,32,26,2,6,227.91607599999998
1347,3482.687007,2011-01-03,65162,86,11,59,0,1,134.43008400000002
1348,3991.727249,2011-02-11,54964,99,13,53,0,1,525.515271
1349,5510.107444,2011-01-10,61401,69,8,77,0,3,144.439335
1350,3600.9343259999996,2011-02-25,25147,101,7,54,0,1,694.598288
1351,5419.45812,2011-01-06,73536,67,29,27,0,6,172.51852399999999
1352,5810.630529,2011-02-17,24860,73,2,35,0,8,350.4
1353,3942.725768,2011-01-03,65404,99,16,79,0,1,300.703109
1354,3126.271893,2011-02-18,34510,81,0,54,0,1,388.8
1355,3530.0077450000003,2011-02-11,0,108,7,55,0,1,777.6
1356,5029.296953,2011-01-19,40113,67,2,43,3,5,262.047663
1357,4772.943848,2011-02-18,20993,133,35,90,0,1,638.4
1358,2202.3352,2011-01-22,0,61,2,34,1,1,292.8
1359,8717.049833,2011-02-14,83846,74,22,94,3,2,355.2
1360,10373.88882,2011-01-02,62587,86,30,47,0,2,412.8
1361,7250.029606,2011-02-01,0,69,17,10,0,2,496.8
1362,4307.422775,2011-01-17,73345,107,7,62,0,1,513.6
1363,3040.253837,2011-01-31,0,83,30,44,0,1,989.105367
1364,19160.98994,2011-02-20,22705,239,19,59,0,7,1294.700423
1365,5391.078171,2011-02-20,21440,135,7,19,0,1,972.0
1366,5285.307579,2011-01-22,22627,67,19,43,0,8,321.6
1367,8024.992989,2011-02-12,38702,101,7,32,3,3,253.36433300000002
1368,2810.464447,2011-02-27,26790,71,4,41,0,1,340.8
1369,7739.550403,2011-01-03,64859,96,24,11,0,8,266.949266
1370,2175.740021,2011-02-05,0,61,31,15,0,1,479.097472
1371,3275.16199,2011-01-23,69263,81,8,12,2,1,494.847804
1372,2652.695343,2011-01-01,82655,66,8,93,0,1,316.8
1373,5048.2262439999995,2011-02-11,29401,65,30,56,0,4,312.0
1374,5515.41017,2011-02-28,0,79,5,62,0,7,379.2
1375,4858.429375,2011-02-12,26480,63,13,17,0,3,378.69523799999996
1376,2144.921535,2011-01-06,0,61,34,35,1,1,292.8
1377,6042.618486,2011-01-01,0,83,12,21,0,5,904.385726
1378,3387.203337,2011-01-20,73268,84,18,18,0,1,93.623377
1379,10864.27491,2011-02-09,95579,67,19,78,0,2,308.63115899999997
1380,8842.650023999999,2011-02-21,42142,112,1,8,0,3,396.17554
1381,4389.279424,2011-02-06,26676,112,7,96,0,1,537.6
1382,30763.25637,2011-01-06,41279,115,1,30,0,2,251.42998799999998
1383,20725.37773,2011-02-02,15529,273,1,64,0,9,1965.6
1384,8591.305411,2011-01-15,0,128,4,24,0,6,1448.994134
1385,2646.573754,2011-01-28,23170,71,21,67,0,1,340.8
1386,4607.244307,2011-01-07,17343,63,9,92,0,5,208.659743
1387,4860.62003,2011-01-23,25854,68,24,37,0,9,396.284835
1388,2580.849899,2011-02-09,46900,66,13,59,0,1,316.8
1389,8646.504109,2011-01-02,64125,108,3,44,0,3,369.818708
1390,8405.752991,2011-01-30,85355,71,34,47,2,2,458.568921
1391,3096.511217,2011-02-12,21604,79,14,28,0,1,379.2
1392,29412.2893,2011-01-17,0,107,0,62,0,2,513.6
1393,5898.733666,2011-02-17,53998,78,5,38,5,8,414.519064
1394,17497.52201,2011-02-28,0,73,9,94,0,2,350.4
1395,3218.608644,2011-01-13,68776,80,28,78,0,1,87.861666
1396,23207.26972,2011-01-16,45039,96,27,94,0,2,192.144838
1397,8032.401911,2011-02-09,27658,68,4,75,0,2,160.07526000000001
1398,13918.5348,2011-01-08,64113,117,24,32,0,2,561.6
1399,8966.309774,2011-01-30,41829,76,11,41,0,2,416.365369
1400,11981.98481,2011-01-20,21514,62,0,59,0,2,257.248789
1401,5532.629846,2011-01-05,27722,69,3,29,0,9,331.2
1402,11660.572979999999,2011-02-19,21506,151,11,42,0,4,826.658992
1403,2886.451602,2011-01-20,10312,78,10,63,0,1,486.27855700000003
1404,12741.84754,2011-01-07,73054,106,34,36,1,2,419.36595800000003
1405,5398.098108,2011-01-21,73775,67,14,51,0,3,321.6
1406,7285.030983,2011-02-28,44788,61,6,48,0,2,386.031248
1407,17651.96339,2011-01-31,22510,95,19,48,0,2,456.0
1408,17029.89338,2011-02-09,54613,213,29,62,0,5,731.5590070000001
1409,2491.257604,2011-02-12,25965,65,23,27,0,1,329.206567
1410,4039.3150020000003,2011-01-13,34911,105,6,31,1,1,126.779673
1411,2619.337376,2011-02-05,78618,66,7,56,0,1,225.578841
1412,5049.689638,2011-01-01,61080,66,7,41,2,9,294.284951
1413,4983.4571320000005,2011-01-10,60415,62,10,31,0,5,72.665253
1414,2530.639412,2011-02-15,25143,66,34,38,0,1,8.737111
1415,7396.719746,2011-01-30,41045,64,9,28,1,2,394.582401
1416,3832.898507,2011-02-20,97729,95,18,21,0,1,97.176153
1417,4961.405917,2011-01-22,55702,61,13,55,0,6,151.13336
1418,3861.4862689999995,2011-01-06,93272,95,3,54,0,1,281.110788
1419,22658.536519999998,2011-01-25,23665,67,19,50,0,2,404.817249
1420,10408.96865,2011-02-18,20228,101,3,43,1,2,523.815839
1421,4834.710493,2011-01-31,38713,66,31,69,4,6,316.8
1422,8257.666512,2011-01-12,23815,73,4,47,0,2,424.330166
1423,3052.629532,2011-01-12,0,93,15,31,3,1,446.4
1424,4012.319346,2011-01-18,47221,99,8,79,0,1,475.2
1425,13355.48637,2011-01-14,34495,113,27,29,0,2,389.673944
1426,2364.43161,2011-01-18,46264,62,17,75,0,1,199.37361
1427,2489.337928,2011-02-15,46051,63,16,34,0,1,302.4
1428,4755.720009000001,2011-02-11,23975,128,8,39,0,1,614.4
1429,13864.38495,2011-02-18,0,74,4,12,4,2,580.8867849999999
1430,3020.424822,2011-02-13,78561,74,7,50,0,1,355.2
1431,6285.305195,2011-02-07,0,90,4,63,0,7,432.0
1432,2506.021971,2011-02-21,61402,63,14,56,2,1,302.4
1433,2826.307641,2011-01-12,65090,71,28,3,0,1,73.99509599999999
1434,4369.7179399999995,2011-01-11,88495,108,2,83,0,1,535.926948
1435,12174.58795,2011-01-30,52797,104,14,13,1,2,88.173438
1436,3528.044252,2011-02-01,31278,92,24,95,4,1,441.6
1437,10436.57466,2011-02-06,24177,92,4,37,1,2,441.6
1438,2746.1213829999997,2011-01-06,96339,68,1,44,0,1,293.205349
1439,9175.171898999999,2011-01-28,68164,119,27,37,2,6,222.582872
1440,4979.079933,2011-01-29,0,71,17,57,0,5,340.8
1441,2585.937023,2011-02-19,21603,68,11,46,2,1,326.4
1442,9449.745947,2011-02-10,0,63,11,20,0,2,117.74441599999999
1443,4568.819387,2011-02-06,0,70,5,33,1,7,524.836298
1444,2574.020376,2011-01-14,34990,65,23,73,0,1,42.689135
1445,8789.884059999998,2011-02-22,22849,109,5,75,0,4,523.2
1446,2507.407815,2011-02-18,32893,63,13,14,0,1,174.086385
1447,2522.41457,2011-01-22,0,73,24,15,0,1,350.4
1448,7542.713967000001,2011-01-29,0,111,7,25,0,3,1186.9724449999999
1449,6005.214792,2011-01-12,26876,76,17,72,0,8,364.8
1450,20998.259469999997,2011-01-25,71663,74,23,22,0,2,84.494022
1451,2345.084479,2011-02-22,0,69,1,56,0,1,331.2
1452,8783.165364,2011-01-03,16994,112,25,12,0,8,806.4
1453,4529.9653880000005,2011-02-21,64270,117,12,58,0,1,46.104534
1454,6033.222350999999,2011-02-16,0,83,4,3,0,3,597.6
1455,5308.246978,2011-01-17,0,145,29,70,0,1,358.765757
1456,2674.730716,2011-02-15,56342,69,12,89,0,1,331.2
1457,4929.8075,2011-01-27,0,70,25,21,0,6,837.438442
1458,14131.12134,2011-01-09,28327,185,29,26,0,3,888.0
1459,2471.5284309999997,2011-01-15,95697,61,16,55,0,1,114.273025
1460,6005.214792,2011-01-12,26876,76,17,72,0,8,364.8
1461,14082.639180000002,2011-01-19,0,102,17,91,0,2,734.4
1462,19116.568059999998,2011-01-31,0,61,31,43,0,2,657.808231
1463,6631.665538,2011-01-18,32918,84,33,69,0,3,403.2
1464,7432.299920999999,2011-01-27,0,71,4,76,0,2,447.333545
1465,2928.115104,2011-01-24,63127,74,35,17,1,1,174.292234
1466,46611.87375,2011-02-06,22022,136,35,1,0,2,979.2
1467,16515.00927,2011-02-01,51725,138,9,16,1,2,159.004261
1468,8609.158215000001,2011-01-14,79090,107,2,74,0,3,289.040734
1469,10213.56338,2011-01-09,39719,131,1,57,0,3,628.8
1470,10049.28585,2011-01-22,58194,84,26,23,0,2,450.996589
1471,5746.1482909999995,2011-02-14,61990,72,21,47,0,9,48.884434000000006
1472,3746.751625,2011-02-26,41479,94,14,38,1,1,19.575682999999998
1473,7486.068405,2011-01-03,97899,95,29,73,3,7,3.7721050000000003
1474,9120.065162,2011-02-16,63878,113,32,47,0,9,370.285349
1475,5678.046711,2011-01-14,68671,70,30,49,0,6,8.076879
1476,7517.0838109999995,2011-02-28,0,102,19,13,0,3,1178.995926
1477,4530.5306630000005,2011-01-21,34640,117,23,54,2,1,466.318191
1478,2691.380574,2011-01-31,21959,71,0,69,0,1,340.8
1479,8068.623946,2011-01-27,51584,69,11,98,2,2,368.919773
1480,2478.576723,2011-02-08,65744,62,9,77,0,1,166.507217
1481,9112.041503,2011-01-17,25198,118,26,36,0,4,566.4
1482,2772.441318,2011-01-09,79663,69,14,39,0,1,263.957201
1483,4305.793209,2011-01-06,31071,111,0,57,2,1,215.23091000000002
1484,5103.35758,2011-02-27,39452,131,6,54,0,1,398.190882
1485,4784.960513,2011-01-26,25813,61,16,97,0,8,205.332749
1486,10541.109770000001,2011-02-11,59965,131,7,54,0,7,905.0304480000001
1487,2179.425137,2011-02-09,0,63,23,90,0,1,544.362598
1488,7610.840476,2011-02-06,98701,94,22,66,0,3,79.61563100000001
1489,8510.525936,2011-01-08,0,121,5,94,0,8,871.2
1490,16172.94049,2011-01-30,64388,68,9,46,0,2,12.394834
1491,2425.494812,2011-02-08,66841,62,4,73,0,1,123.43663400000001
1492,2899.317224,2011-01-02,33738,74,6,50,1,1,304.39047200000005
1493,3633.05403,2011-02-28,43334,95,3,72,2,1,614.367195
1494,3457.154249,2011-01-06,0,91,13,89,0,1,245.673365
1495,3394.720301,2011-01-28,83431,84,13,33,0,1,403.2
1496,3781.4548,2011-02-01,57647,94,3,99,0,1,451.2
